,0,1,2,3,4,5,6,7,8,9
0,0.01250922866165638,0.01250001136213541,0.01250019483268261,0.012501842342317104,0.30493882298469543,0.012505910359323025,0.2820928394794464,0.17172552645206451,0.012502497993409634,0.16622315347194672
1,0.012500569224357605,0.49485859274864197,0.012500645592808723,0.012502181343734264,0.012501619756221771,0.012502009980380535,0.012502559460699558,0.01250323187559843,0.012500138953328133,0.40512844920158386
2,0.012502244673669338,0.012503521516919136,0.012503118254244328,0.012500198557972908,0.012500631622970104,0.012502897530794144,0.012502324767410755,0.01250510849058628,0.012500173412263393,0.8874797821044922
3,,,,,,,,0.9499987363815308,,
4,,,,,0.2535706162452698,0.4044317901134491,,,,0.2881375253200531
5,,,,,,0.9181748628616333,,,,
6,0.6999809741973877,0.033334892243146896,0.0333370566368103,0.03333372250199318,0.03333335742354393,0.033335015177726746,0.03333710879087448,0.03333721309900284,0.03333723917603493,0.033333469182252884
7,,,0.882500946521759,,,,,,0.08270908892154694,
8,0.016674581915140152,0.016668671742081642,0.01666850782930851,0.016668783500790596,0.016671158373355865,0.016672072932124138,0.01666976325213909,0.0166672021150589,0.8499686121940613,0.016670670360326767
9,0.012501576915383339,0.012503900565207005,0.8874775171279907,0.012502574361860752,0.012502037920057774,0.012504336424171925,0.012502966448664665,0.012501657009124756,0.012502003461122513,0.012501428835093975
10,0.01250542514026165,0.0125001585111022,0.012500337325036526,0.8874741792678833,0.012504344806075096,0.012500477023422718,0.012501704506576061,0.012501914985477924,0.012505153194069862,0.012506294995546341
11,0.8199907541275024,0.020000582560896873,0.020001579076051712,0.02000040002167225,0.020000040531158447,0.020000770688056946,0.02000126615166664,0.020001085475087166,0.02000284567475319,0.020000699907541275
12,0.01666913740336895,0.01667376421391964,0.01667061634361744,0.016667550429701805,0.016666723415255547,0.01666794903576374,0.8499795794487,0.01666850969195366,0.016668671742081642,0.016667498275637627
13,0.02500205673277378,0.02500056102871895,0.5428352355957031,0.025011474266648293,0.25712987780570984,0.02500714547932148,0.025006679818034172,0.02500613033771515,0.025000886991620064,0.02500000223517418
14,,,,0.8991961479187012,,,0.05869273841381073,,,
15,0.012501162476837635,0.012504669837653637,0.012503043748438358,0.012500625103712082,0.012502865865826607,0.32606807351112366,0.012501019984483719,0.012500525452196598,0.5739175081253052,0.01250056829303503
16,,,,,,,0.5131858587265015,,0.42966002225875854,
17,,,0.1568002998828888,0.7704569101333618,,,,,,
18,0.010000301524996758,0.010000746697187424,0.01000042911618948,0.1553538739681244,0.01000242680311203,0.24423401057720184,0.5304048657417297,0.0100015914067626,0.010000908747315407,0.010000888258218765
19,0.7749806642532349,0.025000454857945442,0.025001877918839455,0.02500195801258087,0.025000058114528656,0.025002488866448402,0.025002120062708855,0.025005877017974854,0.02500082552433014,0.025003695860505104
20,0.016666768118739128,0.01667611673474312,0.01666768081486225,0.016671715304255486,0.01667063869535923,0.016672255471348763,0.6115065217018127,0.01667276956140995,0.255124568939209,0.016670942306518555
21,0.1153334304690361,,,0.16708223521709442,0.6592393517494202,,,,,
22,0.01111388485878706,0.32533103227615356,0.011113938875496387,0.011112188920378685,0.011111435480415821,0.5857654809951782,0.011113760992884636,0.011113038286566734,0.01111243199557066,0.011112838983535767
23,0.020003188401460648,0.0200033001601696,0.020003076642751694,0.020001303404569626,0.020002856850624084,0.02000311389565468,0.020008329302072525,0.8199722170829773,0.02000191994011402,0.0200006403028965
24,,,,,,,0.9399929046630859,,,
25,0.1727057695388794,0.01666693203151226,0.01666800118982792,0.01666785031557083,0.5011332035064697,0.016670454293489456,0.01667049340903759,0.01666993461549282,0.016668815165758133,0.20947851240634918
26,0.9526247978210449,,,,,,,,,
27,0.016667203977704048,0.01667088270187378,0.016667669638991356,0.016667358577251434,0.01666742004454136,0.016669414937496185,0.849981427192688,0.016674047335982323,0.01666700839996338,0.016667582094669342
28,0.5625721216201782,0.02500355802476406,0.025001583620905876,0.025007104501128197,0.025000764057040215,0.025003110989928246,0.025002291426062584,0.2374061644077301,0.025001393631100655,0.02500196173787117
29,0.4006452262401581,0.011113569140434265,0.011121607385575771,0.011115622706711292,0.011111592873930931,0.5104443430900574,0.011112585663795471,0.011111375875771046,0.011111389845609665,0.011112709529697895
30,0.6486300826072693,,,,,0.23080159723758698,,,,0.07938486337661743
31,,0.39319872856140137,0.07583609968423843,0.0659676268696785,0.25077974796295166,,0.13548465073108673,,0.05519900098443031,
32,,,,0.2996160089969635,,,,,0.5827300548553467,0.08264725655317307
33,0.3193042576313019,,0.44629573822021484,0.17605821788311005,,,,,,
34,,,,,,0.9307623505592346,,,,
35,0.010000155307352543,0.010000091046094894,0.8044614791870117,0.11553313583135605,0.01000047568231821,0.010000266134738922,0.010001868940889835,0.01000034436583519,0.010000013746321201,0.01000211015343666
36,0.010001265443861485,0.010000031441450119,0.010000116191804409,0.010001570917665958,0.010001270100474358,0.9099922180175781,0.010000857524573803,0.010000686161220074,0.010001268237829208,0.010000740177929401
37,,,0.9181686639785767,,,,,,,
38,,,,,,,,0.9499985575675964,,
39,0.40935438871383667,,,,,0.4343165159225464,,0.10247451812028885,,
40,0.11576977372169495,,,0.15806449949741364,,,,,0.6723132133483887,
41,,,,0.9357088804244995,,,,,,
42,0.016666937619447708,0.016667740419507027,0.01666843704879284,0.01666749082505703,0.016669893637299538,0.849980354309082,0.01667269691824913,0.01667141355574131,0.01666700653731823,0.01666801981627941
43,,,,,,,0.9399968981742859,,,
44,,,,,,,,,0.9249927997589111,
45,0.014285940676927567,0.014286527410149574,0.01428754348307848,0.014286160469055176,0.014288274571299553,0.8714126944541931,0.01429000124335289,0.01428988203406334,0.014285992830991745,0.014286956749856472
46,0.07685916870832443,0.07683229446411133,0.1075868085026741,,,0.2153433859348297,,0.3581872582435608,,0.14018380641937256
47,0.012502836994826794,0.17149221897125244,0.01250269915908575,0.01250333059579134,0.012504775077104568,0.012501195073127747,0.7284857034683228,0.01250118762254715,0.01250095758587122,0.012505085207521915
48,,,,,,,,0.6390002369880676,0.09248050302267075,0.21018321812152863
49,0.011112014763057232,0.011112122796475887,0.350727379322052,0.011111807078123093,0.5603697299957275,0.011114510707557201,0.011113960295915604,0.011112269945442677,0.011112180538475513,0.011114045977592468
50,0.5499972105026245,0.05000053346157074,0.05000000074505806,0.05000000074505806,0.05000001937150955,0.05000000819563866,0.0500011071562767,0.05000109225511551,0.05000000074505806,0.05000000074505806
51,,,,,0.47906801104545593,0.47648149728775024,,,,
52,0.014287474565207958,0.01428732555359602,0.014286565594375134,0.014288346283137798,0.014289171434938908,0.33895111083984375,0.5467485189437866,0.014287969097495079,0.014285794459283352,0.014287763275206089
53,0.02000797726213932,0.020003337413072586,0.8199706077575684,0.020003851503133774,0.020000522956252098,0.020001426339149475,0.020004628226161003,0.020003817975521088,0.02000354416668415,0.020000305026769638
54,0.012505033053457737,0.012503138743340969,0.0125022754073143,0.012500802055001259,0.012502619065344334,0.49364012479782104,0.012503200210630894,0.012500670738518238,0.40634000301361084,0.012502155266702175
55,0.012501619756221771,0.012500322423875332,0.012504056096076965,0.012500174343585968,0.14840462803840637,0.5997053980827332,0.16437453031539917,0.012504496611654758,0.012504209764301777,0.012500613927841187
56,0.012501185759902,0.012502224184572697,0.012506776489317417,0.012501903809607029,0.012502447701990604,0.012501558288931847,0.8874742984771729,0.012504665181040764,0.012503248639404774,0.012501699849963188
57,,0.0864962786436081,,0.08409792184829712,,,0.476073682308197,,0.32475465536117554,
58,0.02500038407742977,0.025000855326652527,0.025002822279930115,0.025000371038913727,0.025004155933856964,0.4544251561164856,0.025007659569382668,0.34554141759872437,0.025010494515299797,0.025006717070937157
59,0.02000335231423378,0.02000582590699196,0.020002448931336403,0.020002206787467003,0.020002784207463264,0.2623383700847626,0.5776361227035522,0.020006177946925163,0.020002059638500214,0.020000651478767395
60,0.033334411680698395,0.03333539888262749,0.03334041312336922,0.6999476552009583,0.03333805128931999,0.03334147110581398,0.03334003686904907,0.033338502049446106,0.03334515169262886,0.033338915556669235
61,0.012501786462962627,0.012500393204391003,0.012508315965533257,0.8874557614326477,0.012508523650467396,0.012508640997111797,0.012506972067058086,0.012501890771090984,0.012501156888902187,0.012506573460996151
62,,,,0.11684884130954742,,,0.8259942531585693,,,
63,0.011116009205579758,0.011114177294075489,0.01111187506467104,0.01111213956028223,0.011116893030703068,0.011115064844489098,0.8999764323234558,0.011111215688288212,0.011111424304544926,0.011114759370684624
64,0.7749290466308594,0.02500375173985958,0.02501591108739376,0.025001414120197296,0.025002501904964447,0.02502227947115898,0.025002481415867805,0.025010971352458,0.025004440918564796,0.0250072181224823
65,,,,,,,0.9357004165649414,,,
66,0.012503355741500854,0.012501885183155537,0.012503504753112793,0.012502914294600487,0.012506046332418919,0.2315843105316162,0.6683893203735352,0.012501186691224575,0.012503106147050858,0.012504382990300655
67,0.02000529132783413,0.020004961639642715,0.02000265382230282,0.02000197395682335,0.020006833598017693,0.020007526502013206,0.5737186670303345,0.2662425637245178,0.020005160942673683,0.020004354417324066
68,,,0.12291062623262405,,,0.8155380487442017,,,,
69,,,,,0.7811658978462219,,,0.15728819370269775,,
70,,,,,0.13376416265964508,,0.38259467482566833,,0.2029440850019455,0.2261354774236679
71,0.01000098418444395,0.010001947171986103,0.010003126226365566,0.010000795125961304,0.010004376992583275,0.010000240057706833,0.010002699680626392,0.010001029819250107,0.01000179909169674,0.9099829792976379
72,0.010000977665185928,0.3233012557029724,0.010001393035054207,0.010002345778048038,0.010006660595536232,0.010002545081079006,0.596676230430603,0.010004126466810703,0.010002422146499157,0.010001999326050282
73,0.01111309789121151,0.011112088337540627,0.011113295331597328,0.01111163105815649,0.011112644337117672,0.011113101616501808,0.7265138626098633,0.01111211534589529,0.18458586931228638,0.011112320236861706
74,,,,,,,0.5131977796554565,,0.42964810132980347,
75,,,,,0.559730052947998,,0.17685051262378693,,0.11809741705656052,0.11002332717180252
76,0.014296201057732105,0.014286435209214687,0.01428898610174656,0.014291916973888874,0.014286303892731667,0.014292662031948566,0.014291858300566673,0.8713923096656799,0.01428655069321394,0.014286770485341549
77,,0.06258567422628403,,,,,0.5054129958152771,,0.167989581823349,0.23242437839508057
78,0.4982422888278961,0.010001272894442081,0.010003271512687206,0.09188690036535263,0.33985230326652527,0.010003135539591312,0.010003108531236649,0.010003529489040375,0.010000530630350113,0.010003692470490932
79,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000014975667,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.5499998927116394,0.05000000074505806
80,0.02000352554023266,0.02000044845044613,0.020001616328954697,0.020000461488962173,0.020005259662866592,0.819975733757019,0.02000671811401844,0.020002171397209167,0.020000845193862915,0.02000315859913826
81,0.01668057031929493,0.8499695658683777,0.016668440774083138,0.01667751558125019,0.01666746847331524,0.016667287796735764,0.016666823998093605,0.016667230054736137,0.01666802354156971,0.016667073592543602
82,,,,,,0.3670397698879242,,0.5796138048171997,,
83,0.6990698575973511,0.020000264048576355,0.020000366494059563,0.0200002733618021,0.14092516899108887,0.020001403987407684,0.020000962540507317,0.020000839605927467,0.020000452175736427,0.020000362768769264
84,0.011114019900560379,0.011111829429864883,0.011111903004348278,0.01111157052218914,0.011113997548818588,0.6481761336326599,0.011115080676972866,0.26291847229003906,0.011115632019937038,0.011111346073448658
85,,,,,,,0.9181658029556274,,,
86,0.01428599376231432,0.01428666990250349,0.014287863858044147,0.014286279678344727,0.2810113728046417,0.6046875715255737,0.014290337450802326,0.014290502294898033,0.014286062680184841,0.014287387952208519
87,,,0.6654794812202454,,0.13277558982372284,,,0.17373479902744293,,
88,0.014290052466094494,0.22141937911510468,0.014288229867815971,0.014292211271822453,0.46654242277145386,0.01428902056068182,0.014287321828305721,0.014292174950242043,0.014286966063082218,0.21201223134994507
89,0.02501055598258972,0.025000836700201035,0.77496737241745,0.025002071633934975,0.02500017173588276,0.025005783885717392,0.025003114715218544,0.02500232867896557,0.025004252791404724,0.025003530085086823
90,0.6999813914299011,0.03333333507180214,0.03333333507180214,0.03333396092057228,0.03333458676934242,0.0333402045071125,0.03333340212702751,0.03333333507180214,0.033334605395793915,0.03334183990955353
91,,,0.05757183954119682,0.05627472698688507,,,,0.798964262008667,,0.067829929292202
92,0.016668403521180153,0.016667252406477928,0.016667896881699562,0.016669820994138718,0.016667868942022324,0.01666737161576748,0.016667358577251434,0.01666872389614582,0.8499879837036133,0.016667306423187256
93,0.010000189766287804,0.010000498034060001,0.010000711306929588,0.5137273669242859,0.010000749491155148,0.010000410489737988,0.2578449845314026,0.15842434763908386,0.010000128298997879,0.010000582784414291
94,0.012500212527811527,0.012500190176069736,0.012501493096351624,0.8874673247337341,0.012502126395702362,0.012500368058681488,0.012502632103860378,0.012515188194811344,0.012500179931521416,0.012510311789810658
95,0.25823044776916504,0.011112794280052185,0.2786450684070587,0.011112341657280922,0.011112255975604057,0.011112074367702007,0.20912374556064606,0.18732360005378723,0.011115155182778835,0.011112483218312263
96,,,,,,0.9181739687919617,,,,
97,0.010001568123698235,0.48955854773521423,0.010001827031373978,0.01000317744910717,0.010001124814152718,0.430429607629776,0.010001606307923794,0.01000044122338295,0.010000667534768581,0.010001459158957005
98,0.343932181596756,,,,0.5833232402801514,,,,,
99,,,,0.24449001252651215,,,0.7084451913833618,,,
100,0.011116822250187397,0.01111136469990015,0.01111152395606041,0.011112101376056671,0.011111865751445293,0.011112753301858902,0.4051913321018219,0.5059074759483337,0.011112977750599384,0.01111177634447813
101,,0.10734690725803375,,,,0.17516155540943146,0.10347050428390503,,0.2502347528934479,0.3437829613685608
102,0.3972795009613037,,0.15659022331237793,0.12133144587278366,,,0.28729286789894104,,,
103,0.13102614879608154,,0.06685912609100342,,,0.4526541829109192,,,0.18049141764640808,0.1472267210483551
